,公司名称,经营范围,省份,所属地区,企业简介,新动能条款,企业分类
156,青岛亨达股份有限公司技术中心,"制造皮鞋、拖鞋、箱包、腰带、针织服装;加工包装盒、皮革制品;批发零售鞋用材料、家用电器、通讯器材(不含高频发射器材)、钢材、建材、汽车(不含小轿车)、五金;计算机技术的开发;经营货物及技术的进出口业务(国家限制经营的除外)。 (依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",山东,青岛,"青岛亨达股份有限公司（简称“亨达股份”）的前身始建于1984年，目前已经发展成为中国大型的民营企业集团，中国最大的皮鞋生产企业之一，中国皮革协会副理事长单位。
亨达拥有“中国着名商标”、“中国名牌产品”、“中国真皮领先鞋王”、“全国消费者满意产品”、“山东省工业设计中心”等称号；被全国总工会、国家劳动和社会保障部认定为首批“全国模范劳动关系和谐企业”；企业技术中心被认定为皮鞋行业首家“国家认定企业技术中心”，企业自主研发的“皮革无缝粘接技术”和“抑菌防臭净化鞋生产线”成为两个***技改项目。
亨达确立了“建百年企业，树世纪品牌”的企业愿景和“创造满足消费者需求”的企业使命，努力实现从产品经营到品牌经营再到资本运作的转变，创建技术密集型时尚产业新模式，走出一条为消费者提供从优质产品到优质品牌再到优质生活的科学发展之路。 ",,高端化工
157,海利尔药业集团股份有限公司技术中心,"水溶肥料生产与销售;农药生产与销售(肥料临时登记证,农药生产许可证 有效期限以许可证为准)。化工原料(不含危险品)生产;货物和技术的进出口;农业、林业有害生物防治与技术咨询服务;园林绿化养护;遥感测绘服务、摄影服务;电子商务、软件开发、软件业和信息技术服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",山东,青岛,海利尔药业是一家专注于农药生产的公司，公司致力于向种植者提供作物解决方案、帮助种植者实现增产增收，目前公司的主要业务包括农药和功能性肥料的研发、生产和销售。 ,,医养健康
158,青岛康大食品有限公司技术中心,"畜禽养殖;生产、加工、销售、冷冻、冷藏(仅限氟利昂制冷):速冻食品、宠物食品;观赏花种植、销售;以下范围仅限分支机构经营:生产、加工:速冻食品、调味料、肉制品、罐头,畜禽屠宰、加工。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",山东,青岛,青岛康大食品有限公司 位于山东 胶南市，主营 肉鸡产品、大姜、日本大葱、冷冻菠菜 等。公司秉承“顾客至上，锐意进取”的经营理念，坚持“客户第一”的原则为广大客户提供优质的服务。欢迎惠顾！,,现代农业
159,青建集团股份公司技术中心,"批发、零售:预包装食品,散装食品(食品流通许可证 有效期限以许可证为准);销售:黄金制品、铂金制品、白银制品、电线电缆、机电设备、金属材料(不含贵稀金属)、化工产品(不含危险品)、矿产品(国家禁止的除外)、包装材料、五金交电、钢材、装饰材料、木材、石材、冶金炉料;经济信息咨询;国内陆路货运代理;物流仓储(不含危险品及违禁品)。工程总承包;园林绿化工程设计、施工、园林养护;自有资产投资管理、经营;对外承包工程和劳务合作业务(按外经贸部核定的范围);进出口业务(按外经贸部核准范围经营);工程设计、施工、科研、检测、监理、咨询服务;技术开发、转让及技术咨询服务;建筑机械设备、材料、构件、料具的生产、销售、租赁、安装;物业管理。 (依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",山东,青岛,"青建集团股份公司（简称青建）成立于1952年，主要从事国内外工程项目建设与投资、地产开发、资本运营、物流、设计咨询等业务。



青建是全国首批通过房屋总承包特级资质重新就位的15家企业之一，连续11年入选“中国企业500强”，2013年排名第290位；连续10年入选“中国承包商60强”，2013年排名第21位；连续8年入选“ENR全球最大225强国际承包商”，2013年排名第104位；2005年获得“全国质量管理奖”，是第三家获奖的建筑企业；2012年获青岛市首届市长质量奖。近年，公司获得“中国驰名商标”、“全国优秀施工企业”、“全国用户满意企业”等各类省级以上荣誉千余项。



青建资信良好，获评“全国守合同重信用企业”、“全国建筑业AAA级信用企业”、商务部首批“中国信用示范单位”、中国对外承包工程商会“AAA级对外承包工程企业”和“AAA级对外劳务合作企业”；是中国建设银行、中国农业银行等多家银行AAA级信用等级企业。



青建拥有行业内山东省唯一、国内领先的国家级技术中心；设立了行业内山东省首家博士后科研工作站；累计开发完成60余项国内领先以上水平的科技成果；荣获省部级以上科技奖300余项，“沿海混凝土结构耐久性理论及应用技术”等2项技术荣获国家科技进步二等奖，“临海复杂地质条件旋喷桩止水帷幕技术”等七项工法获评国家级工法。



青建承建了第29届奥运帆船中心、青岛市机关办公楼、流亭国际机场、青岛会展中心、青岛大剧院、青岛游泳跳水馆、凯悦中心等标志性建筑和重点工程，荣获中国建筑工程质量最高奖“鲁班奖”15项，“国家优质工程奖”7项，“詹天佑奖”5项，全国用户满意工程20项，省部级以上工程奖200余项。
青建援外近三十载，市场遍布东南亚、中东、非洲、大洋洲等30多个国家和地区。六名员工获商务部“中国援外奉献奖”银奖，承建了马里总统府，中国驻利比里亚、坦桑尼亚、莱索托等多个国家的大使馆，承建了以色列贝尔沙瓦市政府办公楼，中国援加纳国防部办公楼，安哥拉水厂，菲律宾C5道路等重点工程。



青建在青岛、济南、北京、沈阳等国内十几个城市以及新加坡等海外国家开发商业和住宅地产，是第一家在新加坡开发建设DBSS项目、第一家标获高级私人公寓项目的外资企业，多个项目获得“中国著名楼盘”、“中国十大商业地产”、“国家康居示范工程”等荣誉，碧山DBSS项目荣获新加坡环保建设领域的最高奖—“绿色建筑标志”奖。



青建在强化主业的基础上，探索转型升级模式，开创了“多元化运营，专业化发展”的新格局，通过产融双驱，致力于打通建筑业的全产业链，在工程承建和房地产两大主业的带动下，产业链上游，资本运营业务快速增长，银行授信额度三年间增长了五倍；设计咨询板块在国内外承接了二十余个EPC项目，产业链下游，物流业务已在国内十几个省市开展业务，商品混凝土、机具租赁业务规模位居青岛首位。



青建积极承担社会责任，热心公益事业，累计投入近两千万元，品牌影响力和美誉度不断提升，被中华全国总工会授予“全国工人先锋号”称号；组织员工为玉树地震灾区捐款120多万元；设立了壹亿元的青建慈善基金，有计划、有步骤地在助学助教、帮助社会困难群体方面持续投入。



青建2013年营业额458亿元，秉承“建筑艺术精品，创造和谐空间”的企业使命，立足“诚信敬业、创造卓越、合作共赢、和谐发展”的核心价值观，青建愿与您携手共创美好未来。 ",,能源原材料
160,青岛琅琊台集团股份有限公司技术中心,"粮食收购;生产:白酒;葡萄酒及果酒(加工灌装);生产:饮料(苹果醋饮料);生产:食品添加剂(葡萄糖酸钙、葡萄糖酸-δ-内酯)(粮食收购许可证,全国工业产品生产许可证1,全国工业产品生产许可证2,全国工业产品生产许可证3,全国工业产品生产许可证4有效期以许可证为准)。蔬菜及水果种植和销售;化学原料及制品(不含危险品)制造;卫生用品类(抗(抑)菌洗剂)的生产;进出口贸易(按外经委核定商品目录经营);劳务咨询服务;机械设备安装;生物发酵设备租赁;货物装卸;室内外装饰、装潢工程施工。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",山东,青岛,"一、企业简介：青岛琅琊台集团股份有限公司位于西海岸经济区主要区域青岛胶南市，是一家大型现代化国有企业。现有职工两千余人，各类技术人才600余人，涵盖白酒、果酒、生物化工、生态农业、生物肥等五大产业。
集团公司高度重视人才培养及技术创新，每年引进大批优秀人才，设立了白酒、果酒、科海生物叁大研究所，配备了一流的科研设备，2011年，我集团公司被国家发改委等5部委认定为“国家级企业技术中心”。
公司主要产品“琅琊台”牌白酒凭借着过硬的产品质量，赢得了消费者的广泛赞誉，先后被评为“青岛市十大旅游商品”、2011年“青岛国际海洋节”唯一指定用酒、“中国着名商标”。具有广阔的市场前景。同时，公司依托先进的生产技术和人才优势，大力发展生物化工产业。公司园区内有全球最大的衣康酸系列产品生产研发基地。生产的“科海”牌衣康酸、葡萄糖酸钠被广泛应用于建筑、树脂、钢化玻璃、化工等行业，产品畅销海内外，与多家世界500强企业建立了长期稳定的合作关系。
二、2012年公司因扩大规模，现招聘：
1、国际贸易业务员10名。
2、主管会计2名。
3、维修工8名。
4、生物、化工技术员6名。
叁、岗位待遇：
1、工资2000元以上
2、入厂即签订劳动合同。公司提供六险一金（养老、医疗、失业、工伤、生育、意外险及公积金）。中秋节、春节公司发放米、面、鱼等礼品及奖金。公司提供大病救助基金。
3、公司提供住宿，宿舍内有淋浴、乒乓球室、电视机、宽带等各类设施。
4、公司为父母各提供生日蛋糕一个，并在生日当天发送祝福信息。
",,现代农业
161,中车青岛四方车辆研究所有限公司技术中心,"车辆及零部件、车辆配套设备,铁路及民用高新技术开发及咨询服务;车辆零部件加工组装,车辆配套设备安装调试;技术转让,技术协作,技术培训;房屋租赁,设备租赁;设计、制作、发布〈铁道车辆〉、〈国外铁道车辆〉杂志广告业务;进出口业务,机电安装(不含特种设备)。 (依法须经批准的项目,经相关部门批准后方可开展经营活动)。",山东,青岛,,,高端装备制造
162,青岛东佳纺机(集团)有限公司技术中心,"制造、销售:纺织机械及配件;加工、销售:汽车配件、船舶零配件、纺织服装;经济信息咨询服务(未经金融监管部门批准,不得从事吸收存款、融资担保、代客理财等金融业务);销售:机床设备、钢材、电器设备、水暖器材;仅限分支机构经营:餐饮、住宿;货物进出口;经营其他无需行政审批即可经营的一般经营项目。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,青岛,"青岛东佳纺机（集团）有限公司始建于 1952年，是目前国内生产规模最大、品种最齐全的纺织梳理机械专业制造企业。公司现有资产2.06亿余元，员工1000名，占地面积400多亩，拥有完备的铸造、加工、装配全流程机械制造工艺和国际先进的激光切割机、龙门式加工中心、数控机床、热处理设备等400余台。主营毛纺系列梳理机、棉纺系列梳理机、非织造布成套设备、特种纤维梳理设备和无梭织机等5大类60多个规格的纺织梳理机械产品。

自1978年生产纺织机械以来，企业始终不渝地坚持自主创新和品牌体系建设，使主导产品的技术水平和品牌知名度始终处于行业领先地位。其中， 有 1项产品获国家科技进步二等奖，有19项产品获青岛市级以上科技进步奖，有16 项产品被国家发改委等部委认定为国家级重点新产品，有13项产品获国家专利；企业多次承担并成功实施了国家七五、八五、九五、十五国家重点技术创新项目计划、国家重大技术装备国产化项目、国家科技攻关计划和火炬计划项目。 主导产品梳毛机连续 22年产销量居国内第一位，市场占有率保持60%以上，梳棉机国内市场占有率达到25%，产品远销到南亚、中东、南美洲和俄罗斯等十几个国家和地区，有3个系列的产品被授予山东省名牌产品，东佳商标被评为山东省着名商标。企业先后荣获 山东省 AAA级信誉企业、全国重合同守信用企业和国家级高新技术企业称号， 被国家统计局列为全国大中型工业企业自主创新能力行业十强。综合经济指标居全国同行业前列。 
经过五十多年的艰苦创业，青岛东佳纺机（集团）有限公司沉淀了厚重的企业文化，积累了雄厚的经济基础和技术优势，造就了一支以厂为家的高素质员工队伍，形成了独具东佳特色的适应市场变化的经营管理机制。",,高端装备制造
163,青岛蔚蓝生物股份有限公司技术中心,"生物技术开发、转让、咨询;货物和技术的进出口;自有资金投资;饲料添加剂的代理和销售;兽药制剂(不含生物药品)(经营地址限:城阳区青大工业园双元路东);兽用生物制品(兽药经营许可证1,兽药经营许可证2 有效期限以许可证为准);畜牧兽医技术咨询。 (依法须经批准的项目,经相关部门批准后方可开展经营活动)。",山东,青岛,青岛蔚蓝生物股份有限公司注册成立于2004年，总部位于青岛，现有员工1400名。目前主要有酶制剂、微生态、疫苗、动保四大主营业务，26个经营单元，12家子公司，1家国家动物用保健品工程技术研究中心和2个国家级企业技术中心，1个国家级国际联合研究中心和3个企业院士工作站。 蔚蓝生物致力于为传统产业提供清洁节能技术，为食品安全提供绿色解决方案，为生物制造提供核心技术支持，全程服务于农牧、纺织、造纸、洗涤、食品、生物能源、环保等多种产业。,,高端化工
164,青岛征和工业股份有限公司技术中心,"链条、链轮、汽车、农业机械、摩托车、游艇、飞机零部件的设计、生产、销售及售后服务;销售:润滑油;货物进出口(国家法律、法规禁止的不得经营,法律、法规限制经营的取得许可后方可经营)。 (依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",山东,青岛,,,高端装备制造
165,青岛蔚蓝生物集团有限公司技术中心,"生物技术研发;自有资金投资(未经金融监管部门批准,不得从事吸收存款、融资担保、代客理财等金融业务);货物进出口(法律、行政法规禁止的项目除外,法律、行政法规限制的项目取得许可证后经营);销售:饲料;批发预包装食品(依据食品药品监督管理部门核发的《食品流通许可证》开展经营活动);企业管理;物业管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,青岛,,,高端化工
166,青岛英派斯健康科技股份有限公司技术中心,"生产、销售钢管制品、钢塑制品及配件、健身器材及配件、气膜场馆设施及配件、钢结构场馆设施及配件、笼式体育运动场地设施及配件、拆装式游泳池设施及配件、水上体育器材及配件、办公家具及配件、食品设备及配件、太阳能产品及配件、电子设备及附件、体质监测设备、医疗器械、康复训练器材及设备、运动地板地胶、文化体育用品(各类球、球拍、服装鞋帽等)、儿童滑梯、游乐设施;体育公园规划设计、体育场地设施施工及场地改造、市政公用工程、装饰装潢工程、建筑总承包;体育健身器材的维修、安装及售后服务;设计、制作、代理、发布国内广告。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,青岛,"青岛英派斯创建于1991年，是青岛最早的台商独资企业。经过20年发展，率先构筑了从健身器材的设计研发、生产销售，到经营连锁健身俱乐部、提供健身培训和健康管理服务的全产业链模式。公司下辖多家子、分公司，销售网点和连锁健身俱乐部遍布全国。位于青岛即墨的生产基地占地近300亩，员工逾2000人，年产值超过10亿元，出口额连续三年突破6000万美元，公司已成为国内最具规模的健康产业集团。2011年，公司引入产业投资者，顺利完成并购和重组，成为中外合资企业。产业投资者的引入极大地增强了公司实力、完善了科学规范的公司治理结构、制定了开发中国市场的转型战略。英派斯在未来三年内将实现资本市场的突破，力争成为全国第一家真正意义上的体育器材及装备制造上市公司，以实现更大跨度的飞跃。
英派斯自创建以来，在行业内保持了较高知名度和美誉度，公司还连续多年获得全国用户满意产品奖，是十运会、十一运会、亚冬会、全运会指定供应商，2010年第16届亚运会独家供应商，2011年被评为体育用品行业10强企业。
公司的企业愿景是“成就健康之道”， 英派斯人致力于成为国民健康解决方案的提供者和服务商。公司以先进制造为产业基础、以自主创新为内在动力、以健康服务为发展前景，是国内首家既有体育装备先进制造，又在全国连锁健身俱乐部方面成功拓展的龙头企业。英派斯人秉承“发展体育运动、增强人民体质”的历史使命，积极推行“强国必须强体”的国家战略，力争让“英派斯成就健康之道”成为国民追求健康、幸福、和谐的首选！ ",,医养健康
167,青岛天祥食品集团有限公司技术中心,"预包装食品(不含冷藏冷冻食品)销售,散装食品(不含冷藏冷冻食品不含熟食)销售;食用植物油(半精炼(分装)、全精炼)生产(依据食品药品监督管理部门核发的《食品生产许可证》《食品经营许可证》开展经营活动);仓储服务(不含冷冻、冷藏、保鲜及危险化学品储存);货物进出口(国家法律、法规禁止的项目不得经营,法律、法规限制经营的项目取得许可后经营);农产品初加工服务;经营其他无需行政审批即可经营的一般经营项目。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,青岛,"青岛天祥食品集团有限公司是以生产喜燕食用植物油、天祥金喜燕小麦粉、挂面、辣椒制品、蔬菜制品为主，集农副产品收购、加工、储存于一体的综合性农副产品加工企业。 
目前，集团公司总注册资金已达1.6亿元，下设日压榨花生米400吨和日灌装小包装食用植物油500吨的青岛天祥食品集团喜燕植物油有限公司、年加工小麦能力12万吨和日产120吨挂面的青岛天祥食品集团金喜燕制粉有限公司、年加工各种辣椒制品2万吨的青岛天祥食品集团金喜燕辣椒制品有限公司、注册资金1个亿的平度市天祥小额贷款有限公司。 
集团公司先后通过了ISO9001质量管理体系认证、ISO22000食品安全管理体系、ISO14001环境管理体系认证、HACCP管理体系认证、诚信管理体系认证、安全标准化，优秀的管理体系保证了优秀的产品品质。 
集团公司是国家级农业产业化重点龙头企业、全国“放心粮油示范企业”、“全国首批诚信守法企业”、“全国粮油行业AAA信用企业”、中国农业银行“AAA”资信企业（也是平度市民营企业中唯一享受信誉贷款的企业（即凭信誉可从银行贷款，不需担保和抵押））、青岛市重点拟上市企业、山东省计量免检单位、山东省重合同守信用企业、2013年被评为“青岛市市长质量奖提名奖”，2014年跃居为青岛制造业50强第39位，青岛百强企业第84位。集团公司先后被青岛市粮食局认定为“青岛市十强粮油加工龙头企业”、“青岛市粮食局粮油调控及应急保供信息监测先进单位”、“青岛市粮食应急加工定点企业”，是“青岛市30家食品安全专储企业”、“青岛市富民兴农十大标杆企业”。科技创新是第一生产力，企业技术中心被认定为“国家认定企业技术中心”。2014年实现销售收入14.49亿元、纳税总额超1000万元。 
主导产品 “喜燕牌”系列花生油先后被认定为山东名牌产品、山东省着名商标、山东省十大放心食用油品牌、绿色食品，被山东省放心油。“喜燕”花生油在中国十大花生油品牌中排名第五名。“喜燕”花生油出口量连续七年在青岛同行业中排名第一,“喜燕”商标被国家工商总局认定为“中国驰名商标”。 
集团公司的主导产品“天祥金喜燕”小麦粉为山东名牌产品、青岛名牌产品、山东省放心面粉，青岛市粮食局储备面粉。 ",,现代农业
168,青岛聚大洋藻业集团有限公司技术中心,"生产、销售:食品添加剂、药用辅料、空心胶囊、工业用碘、甘露醇、海带粉、魔芋胶、饲料、化工产品(以上产品均不含危险化学品及一类易制毒化学品),冷藏服务(仅限氟利昂制冷),货物及技术进出口,经营其他无需行政审批即可经营的一般经营项目。(依法须经批准的项目,经相关部门批准后方可开展经营活动) ",山东,青岛,青岛聚大洋海藻工业有限公司成立于2000年8月，是一家以海藻加工为主的民营企业。据有关资料显示，该公司占地面积120亩，总建筑面积70000平方米，拥有叁个分厂，共有500名职工。该公司年产海藻酸钠4000吨、碘20吨、甘露醇1000吨、卡拉胶1000吨、海藻蛋白饲料2000吨。产品远销国外30多个国家和地区，畅销中国国内20多个省、市、自治区。该公司先后被评为“青岛市民营科技企业”、“青岛市环境友好企业”、“青岛市清洁生产企业”、“山东省守合同重信用企业”、“中国专利山东明星企业”，被认定为“青岛市企业技术中心”、“国家高新技术企业”，通过了“ISO9001质量管理体系认证”、“HACCP食品安全管理体系认证”、“QS认证”。,,海洋经济
169,青岛三利集团有限公司技术中心,"设计、制造、销售、安装:生活、生产、消防系列配套给水设备、直饮水设备、暖通空调设备及配套用电控柜电气自动化装置、水泵、电机、阀门配件及相关配件;普通道路货物运输(不含国内水上运输、国际海上运输);机电安装工程、泵房建设装修;计算机软件开发及技术服务;智慧水务服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",山东,青岛,青岛三利集团坐落在美丽的海滨城市——青岛（青大工业园），是专业生产供水设备的高新技术企业，作为中国供水行业的领军企业，三利人“走前面没有人走过的路，做前面没有人做过的事，追求极少数”，求真务实，稳扎稳打，一年一个台阶，持续、稳定地向前发展，呈现出良好的态势，孕育着无限的发展潜力。特别是席卷全球的金融危机，给三利的发展带来了难得的机遇。最近为了满足在建的三利大酒店工程以及即将投建的 “三利千亩产业园”的需要，集团公司面向社会诚招有识之士加盟三利，共创三利大发展。一、应聘者具备以下条件的优先： 1、区别于社会上普普通通意识的一般人，属两般、三般以上的人； 2、家在农村，有强烈的责任心，立志干一番事业，发展自己，实现人生价值的人； 3、认可公司的文化和管理理念，有长远目光，长久稳定的人； 4、先人后己、忠诚守信、勤奋敬业、谦虚好学、精细认真的人；二、属以下情况的人员谢绝报名，以免给双方带来不便、造成损失： 1、眼前利益、短期行为、占不了便宜就觉着吃了亏的人； 2、只顾自己、不管别人，不想付出、只要回报的人； 3、不能正确定位自己、自以为是、眼高手低、好高骛远的高学历者和所谓名牌大学生； 4、国有企业、政府机关事业单位从事管理工作三年以上，难以转变思想的人； 5、五年内累计跳槽3家以上企业的人。三、福利待遇：凡与公司签订长期劳动合同，并忠实履行完劳动合同的人员，除享受社会上一般企业基本的福利待遇外，晋级到相应级别，有权享受公司提供的以下方面优厚的福利待遇：衣食住用、就医、美发等条件公司提供，费用公司承担；可携带家属并安排工作；可以办理青岛市户口、解决子女入学问题；企业期权股份、退休工资津贴、终生养老等。四、招聘岗位、专业条件及薪金待遇：1、基建部经理：年薪20-50万，需求人数1人，男，工民建或相关专业，基本要求：a、年龄30岁以上；b、精通大型工程的土建及安装、装修工作；c、独立管理过两个以上的4万平米的项目筹建；d、人品好、能吃苦、讲信誉、有力度、做事高精细严。2、项目经理：年薪15-30万，需求人数1人，男，工民建或相关专业，基本要求：a、年龄30岁以上；b、精通五星级酒店的土建、安装和装修工作；c、独立负责组织筹建过四星级以上的酒店；d、人品好、能吃苦、有力度、讲信誉、做事高精细严。3、施工员：年薪5-15万，需求人数12人，男，工民建或相关专业，基本要求：a、年龄28岁以上；b、熟悉星级酒店筹建的土建、暖通、强电、弱电、给排水、装修专业的人员各1名；c、熟悉大型工业园建设的土建、暖通、强电、弱电、给排水、装修专业的人员各1名；d、人品好、能吃苦、有力度、讲信誉、做事高精细严。4、财务管理：年薪10-30万，需求人数1人，男女不限，财务专业，基本要求：a、年龄28岁以上，从事大型企业财务管理3年以上；b、人品好、能吃苦、有力度、讲信誉、做事高精细严。5、财务人员：年薪2-5万，需求人数5人，男女不限，财务专业，基本要求：a、年龄25岁以上，从事中型企业财务工作2年以上；b、人品好、能吃苦、有责任心、做事精细。6、生产管理：年薪5-20万，需求人数2人，男，专业不限，基本要求：a、年龄26岁以上，制造业生产管理3年以上；b、熟悉ISO9000体系，规范化管理意识强；c、性格直爽，雷厉风行，敢做敢为，讲究效率，不怕得罪人。7、生产技工：年薪3-5万，需求人数9-18人，男，生产相关专业，基本要求：a、年龄22岁以上，2年以上生产工作经验；b、焊接、钣金、机电专业各3-6名。8、质量管理：年薪5-15万，需求人数1人，男，专业不限，基本要求：a、年龄26岁以上，制造业质量管理3年以上；b、思维严谨，做事精细，熟悉ISO9001；c、性格直爽，雷厉风行，讲究效率，敢做敢为，不怕得罪人。9、营销业务员：年薪5-15万，需求人数20人，男女不限，专业不限，基本要求：a、年龄25岁以上；b、较好的沟通表达能力；c、有思想，有上进心，吃苦耐劳。10、工程信息员：年薪2-4万，需求人数10人，女，专业不限，基本要求：a、年龄22岁以上；b、形象好、气质佳；c、较好的沟通表达能力和亲和力。11、绩效考核/制度建设专员：年薪2-5万，需求人数4人，不限，专业不限，基本要求：a、年龄25岁以上，有敏锐的洞察力，较强的逻辑分析能力，原则性强；b、有在私营企业或外资企从事业绩效考核或制度化建设经历，二年以上工作经验；c、熟悉ISO9000体系，规范化管理意识强。经试用不符合以上岗位能力要求的，可降级使用。集团地址：山东省青岛市城阳区青大工业园 集团网站：http://www.sanli.cn招聘专线：0532-89087903 邮 箱：sanlirlzyb@163.com 传 真：0532-87807903 联 系 人：武经理，王女士,,高端装备制造
170,青岛特锐德电气股份有限公司技术中心,"研发、设计、制造500kV及以下的变配电一二次产品、新能源汽车充换电设备及相关产品,提供产品相关技术服务、施工服务;电力工程施工;建筑机电安装工程施工;电力设施的运维、检修、试验项目;电力销售;电力设备租赁及相关技术服务;特种车辆的组装、拼装;新能源汽车充换电站(点)建设与运营;新能源汽车销售;汽车销售;能源管理;融资租赁业务;进出口贸易;计算机软件开发、销售、服务、技术咨询;智能电子产品和信息产品嵌入式软件开发、销售、服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",山东,青岛,"青岛特锐德电气股份有限公司成立于2004年3月16日，是中德合资的股份制企业，国家级高新技术企业；2009年10月成功上市，成为创业板第一股，股票代码：300001。

　　公司注册资本金2.004亿元人民币，总资产23.22亿元人民币，公司市值60亿。

　　子公司七家，拥有国际先进水平的特锐德工业园和现代化的特锐德研究院，是中国最大的箱变研发生产基地，完全实现工业化、工艺化、专业化、规模化生产，取得了中国铁路市场占有率第一、煤炭市场第一、局部电力市场第一的好成绩，成为细分行业龙头企业和国内箱式电力设备制造业的领军企业。

　　特锐德主营业务是：设计、制造220KV 及以下的变配电一二次产品以及提供相关技术服务，电力设备租赁及相关技术服务，融资租赁业务。公司以箱变产品为主线，开关柜产品为基础，研发生产HGIS、GIS、变压器、断路器及其它相关户内外电力设备产品；目前已经形成较为完整的变配电设备产品生产线，为重点能源行业提供配套产品；并利用技术人才的综合优势为变配电客户提供系统整体解决方案，为客户提供交钥匙工程。

　　特锐德开创了中国电力设备租赁商业模式的先河，利用特锐德强大的系统设计集成能力，面向大工程、大工地、大项目，提供户外箱式全系列高低压产品，打造出了一个全国性的电力设备租赁网络，实现了电力设备制造业向服务业的转型。

　　特锐德将“以客户为中心，为其提供精致产品和优质服务”为企业价值观之一;以带动中国电力设备制造业步入国际梯队，把特锐德打造成世界规模最大、研发能力最强箱变基地为企业发展愿景。

　　原点启航、乘风破浪，特锐德让你我理想成为现实。",,高端装备制造
171,青岛瀚生生物科技股份有限公司技术中心,"农药生产、销售;危险化学品生产、销售(按安全生产许可证的范围经营)(农药生产许可证,农药生产许可证1,危险化学品生产许可证 有效期限以许可证为准);肥料的研发、生产和销售。 生物农药研制、开发、推广、应用(不含生产);农作物病虫害防治;高效农业开发;货物进出口和技术进出口(法律法规禁止的不得经营,法律法规限制的取得许可后方可经营)。 (依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",山东,青岛,"青岛瀚生生物科技股份有限公司是2002年经青岛市人民政府批准设立的从事生物农药研制开发、原药生产合成、制剂加工复配、推广销售、技术服务的股份有限公司，是国家发改委核准的农药生产定点企业、国家火炬计划重点高新技术企业、青岛市高新技术企业、山东省农药工业协会副理事长单位、中国农药工业协会常务理事单位。公司注册资本5600万元，现有员工1386人，其中技术人员226人。公司拥有现代化农药生产基地4处、农药制剂生产装置22套、农药原药生产装置10套、中试生产装置2套，主要生产杀虫剂、杀螨剂、杀菌剂、除草剂、叶面肥和植物生长调节剂等六大系列300多个产品。公司下分青岛谷成金作物科学有限公司、青岛瀚生伊斯特化学有限公司、青岛泰生生物科技有限公司、青岛马利克生物农药有限公司、青岛劳士生物科技有限公司及青岛瀚生植物营养科技有限公司。
公司依托高素质的科技队伍、先进的生产设备、完善的质保体系和遍及中国、欧美、东南亚等地区的营销网络，形成集研发生产、市场销售和跟踪服务的一条龙体系。
在新的市场竞争形势下，面对新的机遇和挑战，公司秉承“诚信、合作、学习、创新”的核心理念，以市场为导向，以创新为动力，以人才为根本，以客户满意为标准，不断开拓市场，研发农药原药、化工中间体、生物制剂等系列产品，构建中国农药市场最佳营销模式，以促进生命健康、提高生活品质为己任，打造“瀚生”知名品牌，实现企业效益和经济效益最大化，做中国一流农药化工企业！
“人道云端天作界，山登绝顶我为峰”。展望未来，任重而道远。瀚生人将以饱满的热情和昂扬的斗志与您携手共创美好的明天！",,医养健康
172,青岛环球集团股份有限公司技术中心,"纺织机械、水泥制品模具、工程机械产品制作、安装、销售;钢结构工程设计、制作、安装;鞋类产品制作、销售;汽车配件制作、销售;房地产开发、销售;货物进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。 ",山东,青岛,,,高端化工
