,人员规模,企业地址,公司名,公司类型,参保人数,实缴资本,成立日期,所属地区,所属行业,曾用名,核准日期,注册号,注册号公司名,注册资本,登记机关,纳税人识别号,组织机构代码,经营方式,经营状态,经营范围,统一社会信用,统一社会信用代码,英文名,营业期限
943,-,30查看地图附近公司,青岛宝迪汽车销售服务有限公司注销,有限责任公司(自然人投资或控股),-,300万人民币元,2009-12-03,山东省,批发和零售业,-,2013-10-09,370213230024819,,300万人民币元,青岛市工商行政管理局李沧区分局,-,-,,注销,许可经营项目,,-,-,***至2111-11-11
944,-,山东省青岛市保税区北京路54号密尔大厦321C室查看地图附近公司,青岛博来德国际贸易有限公司在业,有限责任公司(自然人投资或控股),-,-,2016-05-30,山东省,批发和零售业,-,2016-05-30,370220230042565,,200万人民币元,青岛市前湾保税港区市场监管局,91370220MA3CBB9E58,MA3CBB9E-5,,在营（开业）企业,国际贸易、转口贸易、区内企业之间贸易及贸易项下加工整理;自营和代理各类商品和技术的进出口。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370220MA3CBB9E58,-,2016-05-30至无固定期限
945,-,青岛市李沧区振华路156号4号楼3单元101户查看地图附近公司,青岛赐世恩商贸有限公司在业,有限责任公司(自然人投资或控股),-,50万人民币元,2007-08-16,山东省,批发和零售业,-,2011-07-13,370213228069959,,50万人民币元,青岛市李沧区市场监督管理局,91370213664526910Y,66452691-0,,在营（开业）企业,一般经营项目,,91370213664526910Y,-,2007-08-16至无固定期限
946,-,-,青岛大华机器厂商贸经理部注销,国有事业单位营业,-,-,1992-01-04,山东省,制造业,-,1993-01-04,86397896-0,,310万人民币元,即墨市工商行政管理局,-,-,,注销,批发零售钢材、铸铁、机床设备及配件、建筑五金、化工原料(不含危险品)、家用电器、煤炭、汽油、柴油、润滑油、煤油、木材、建筑材料、日用百货、纺织品、服装。****,,-,-,***至1997-12-28
947,-,青岛市李沧区文昌路158号查看地图附近公司,青岛戴姆雷博机器人科技有限公司在业,其他有限责任公司,-,-,2018-01-03,山东省,科学研究和技术服务业,-,2018-05-18,370213230331169,,1000万人民币元,青岛市李沧区市场监督管理局,91370213MA3MJUJ41H,MA3MJUJ4-1,,在营（开业）企业,机器人科技领域内的技术研发、技术咨询、技术转让;建筑工程室内外装饰装潢工程设计、施工;批发、零售,,91370213MA3MJUJ41H,-,2018-01-03至无固定期限
948,-,山东省青岛市城阳区正阳路160号1号楼606室2017034号(集中办公区)查看地图附近公司,青岛迪卡通商贸有限公司在业,有限责任公司(自然人投资或控股),-,-,2017-07-26,山东省,批发和零售业,-,2017-07-26,370214230381241,,100万人民币元,青岛市城阳区市场监督管理局,91370214MA3FA1N85X,MA3FA1N8-5,,在营（开业）企业,批发,,91370214MA3FA1N85X,-,2017-07-26至无固定期限
949,-,山东省青岛市李沧区大崂路1150-15户1层查看地图附近公司,青岛韩味亭餐饮有限公司大崂路分公司注销,有限责任公司分公司(自然人投资或控股),-,-,2016-06-08,山东省,住宿和餐饮业,-,2017-08-16,370213330031488,,-,青岛市李沧区工商行政管理局,91370213MA3CBWBN9Y,MA3CBWBN-9,,注销,小型餐馆(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370213MA3CBWBN9Y,-,2016-06-08至无固定期限
950,-,青岛市城阳区308国道187号1栋A单元504室查看地图附近公司,青岛和而同商贸有限公司吊销,有限责任公司(外国自然人独资),-,15万美元,2010-08-20,山东省,批发和零售业,-,2010-11-03,370200410006769,,15万美元,青岛市工商行政管理局,-,55770888-2,,吊销,批发预包装食品(限酒类、饮料饮品)(涉及配额许可证管理、国家专项管理的产品按国家有关规定办理)(食品流通许可证有效期至,,-,-,2010-08-20至2030-08-20
951,-,山东省青岛市城阳区正阳路77号查看地图附近公司,青岛惠昌鑫工贸有限公司在业,有限责任公司(自然人独资),-,-,2018-06-07,山东省,批发和零售业,-,2018-06-07,-,,800万人民币元,青岛市城阳区市场监督管理局,91370214MA3LYKK68X,-,,在营（开业）企业,加工(不在此地加工),,91370214MA3LYKK68X,-,2018-06-07至无固定期限
952,-,东营市河口区海河路7号查看地图附近公司,青岛金澜盛世广告有限公司东营分公司注销,有限责任公司分公司(自然人投资或控股),-,-,2012-04-16,山东省,租赁和商务服务业,-,2016-07-11,370503300000842,,-,东营市河口区市场监督管理局,-,05623127-0,,注销,设计、制作、代理、发布国内广告业务庆典礼仪服务企业营销策划展台设计、搭建平面设计。(国家限制和禁止的除外涉及法律法规需经审批的须凭许可证经营)(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,-,2012-04-16至无固定期限
953,-,青岛经济技术开发区紫金山小区网点房1户查看地图附近公司,青岛经济技术开发区鑫海苑酒店吊销,个体,,-,2003-05-07,山东省,-,-,2003-05-07,3702113027302,,-,青岛市工商行政管理局黄岛区分局,-,-,-,吊销企业,面食、炒菜、饮料服务,,-,-,***至无固定期限
954,-,青岛经济技术开发区东小区2号楼查看地图附近公司,青岛经济技术开发区中青粮油贸易公司中青酒家吊销,国有事业单位营业,-,-,1992-11-24,山东省,制造业,-,1992-11-24,3702111900480,,10万人民币元,青岛市黄岛区工商行政管理局,-,-,,吊销,饮食服务。,,-,-,1992-11-24至无固定期限
955,-,山东省青岛市莱西市姜山镇姜山三村6号查看地图附近公司,青岛久星裕能科技有限公司在业,有限责任公司(自然人投资或控股的法人独资),-,-,2016-11-01,山东省,电力、热力、燃气及水生产和供应业,-,2016-11-01,370285230086005,,100万人民币元,莱西市市场监督管理局,91370285MA3CKP2463,MA3CKP24-6,,在营（开业）企业,太阳能电站开发及技术咨询太阳能设备销售(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370285MA3CKP2463,-,2016-11-01至无固定期限
956,-,青岛市市南区东海西路5号甲7层5户查看地图附近公司,青岛科创新技术有限公司吊销,有限责任公司(自然人独资),-,80万人民币元,2011-05-26,山东省,科学研究和技术服务业,-,2011-05-26,370202230088853,,80万人民币元,青岛市市南区工商行政管理局,-,57575099-6,,吊销,一般经营项目,,-,-,2011-05-26至无固定期限
957,-,青岛市四方区南京路446号-7查看地图附近公司,青岛利多计量仪器有限公司在业,有限责任公司(自然人独资),-,10万人民币元,2011-05-09,山东省,批发和零售业,-,2012-07-25,370205230038949,,10万人民币元,青岛市市北区市场监督管理局,-,57208631-3,,在营（开业）企业,一般经营项目,,-,-,2011-05-09至无固定期限
958,-,山东省青岛市即墨区龙泉街道办事处大埠村66号查看地图附近公司,青岛六德农产品专业合作社在业,农民专业合作经济组织,-,-,2018-04-23,山东省,-,-,2018-04-23,-,,105万人民币元,青岛市即墨区市场监督管理局,93370282MA3N0WGA4U,-,,在营（开业）企业,指导本社成员种植果树、蔬菜、地瓜、芋头、花生、绿化树木组织销售本社成员种植的新鲜水果、蔬菜、地瓜、芋头、花生、绿化树木为本社社员采购原材料引进新技术提供信息咨询服务。(依法须经批准的项目经相关部门批准后方可开展经营活动),,93370282MA3N0WGA4U,-,***至无固定期限
959,-,青岛即墨市灵山镇河南一村查看地图附近公司,青岛绿源再生资源有限公司在业,有限责任公司(自然人独资),-,50万人民币元,2010-12-27,山东省,批发和零售业,-,2014-06-16,370282230041429,,50万人民币元,青岛市即墨区市场监督管理局,91370282564737235F,56473723-5,,在营（开业）企业,回收、加工地毯边角料、废塑料、旧棉制品;。普通货运(道路运输经营许可证有效期限以许可证为准)。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,91370282564737235F,QingdaoLvyuanRenewableResourcesCo.Ltd.,2010-12-27至2023-12-26
960,-,山东省青岛市城阳区正阳路196号国际商务港办公1306【20160303】(集中办公区)查看地图附近公司,青岛闽星联合贸易有限公司注销,有限责任公司(自然人投资或控股),-,-,2014-05-06,山东省,批发和零售业,-,2016-10-09,370214230146999,,580万人民币元,青岛市城阳区工商行政管理局,91370214099461586R,09946158-6,,注销企业,批发,,91370214099461586R,-,2014-05-06至无固定期限
961,-,-,青岛南丁格尔服装制造有限公司国际贸易部注销,有限责任公司分公司(自然人投资或控股),-,-,2006-07-11,山东省,批发和零售业,-,2008-05-06,370202329034702,,-,青岛市工商行政管理局市南区分局,-,-,,注销,一般经营项目,,-,-,***至2010-05-06
962,-,莱西市沽河街道办事处孙家庄村查看地图附近公司,青岛农宝农资经销处注销,个人独资企业,-,30万人民币元,2010-11-19,山东省,批发和零售业,-,2016-09-08,370285330005468,,30万人民币元,莱西市场监督管理局,-,-,,注销,一般经营项目,,-,-,2010-11-19至无固定期限
963,-,青岛市城阳区上马街道(上马工业园内)查看地图附近公司,青岛瑞保橡塑有限公司在业,有限责任公司(自然人投资或控股),-,50万人民币元,2010-02-09,山东省,制造业,-,2015-10-26,370214230027447,,50万人民币元,青岛市城阳区市场监督管理局,91370214550813081Q,55081308-1,,在营（开业）企业,制造、销售,,91370214550813081Q,-,2010-02-09至无固定期限
964,-,山东省青岛市即墨市通济办事处黄家埠南村查看地图附近公司,青岛瑞成祥包装有限公司曾用名在业,有限责任公司(自然人投资或控股),-,-,2015-09-08,山东省,制造业,青岛瑞成祥包装制品有限公司  ,2017-09-15,370282230161118,,150万人民币元,青岛市即墨区市场监督管理局,91370282334158123W,33415812-3,,在营（开业）企业,销售包装制品、纸制品、塑料制品、不干胶、吊牌、服装、鞋帽、玩具、五金制品;销售钢材、铜材、铝材、有色金属(不含国家限制品种);货物进出口技术进出口(法律、行政法规禁止的项目除外法律、行政法规限制的项目取得许可后方可经营);印刷(不含出版物)(依据文广新部门核发的《印刷经营许可证》开展经营活动)制模(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,91370282334158123W,-,2015-09-08至2018-09-07
965,-,山东省青岛市黄岛区玉山路12号查看地图附近公司,青岛山海天酒店管理有限公司在业,有限责任公司(自然人投资或控股),-,300万人民币元,2005-11-09,山东省,住宿和餐饮业,-,2017-06-12,370211228069107,,300万人民币元,青岛市黄岛区市场和质量监督管理局,91370211780376331D,78037633-1,,在营（开业）企业,大型餐馆,,91370211780376331D,-,2005-11-09至无固定期限
966,-,山东省青岛市崂山区中韩街道石老人社区查看地图附近公司,青岛山水名园物业管理有限公司在业,有限责任公司(自然人投资或控股的法人独资),-,-,2016-08-17,山东省,房地产业,-,2016-10-20,370212020004337,,50万人民币元,青岛市崂山区市场监督管理局,91370212MA3CFDPW1L,MA3CFDPW-1,,在营（开业）企业,物业管理服务家政服务园林绿化。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370212MA3CFDPW1L,-,2016-08-17至无固定期限
967,-,青岛市城阳区正阳路196号国际商务港办公1306【20150801】(集中办公区)查看地图附近公司,青岛世迈通达网络科技有限公司在业,有限责任公司(自然人独资),-,-,2015-08-20,山东省,信息传输、软件和信息技术服务业,-,2018-01-19,370214230228357,,1000万人民币元,青岛市城阳区市场监督管理局,91370214350326457Q,35032645-7,,在营（开业）企业,计算机网络技术开发及咨询服务、计算机网络系统集成、计算机软件开发、经济信息咨询;批发、网上经营(不含金融业务),,91370214350326457Q,-,2015-08-20至无固定期限
968,-,城阳区惜福镇街道东荆村查看地图附近公司,青岛市城阳区惜福镇沙河石材经营部注销,个体工商户,,-,1998-09-25,山东省,-,-,-,370214600219483,,-,-,-,-,-,注销,零售,,-,-,***至无固定期限
969,-,青岛市城阳区康城路323号查看地图附近公司,青岛市城阳区悦榕美丽生活用品专卖店注销,个体工商户,,-,2007-10-19,山东省,-,-,-,370214600228100,,-,-,-,-,-,注销,零售,,-,-,***至无固定期限
970,-,-,青岛市崂山金店第二分店(销)注销,集体社团法人营业,-,-,1992-07-30,山东省,住宿和餐饮业,-,1992-07-30,86392581-8,,1.8万人民币元,青岛市工商行政管理局城阳区分局,-,-,,注销,黄金饰品。其他饰品、纪念币。,,-,-,***至1997-07-29
971,-,青岛市市北区延安二路15号甲102户查看地图附近公司,青岛市市北区超睿利商行存续,个体工商户,,-,2003-07-31,山东省,批发和零售业,-,2011-06-23,370203600507793,,-,青岛市市北区工商行政管理局,-,-,-,存续,零售日用百货、家居护理用品、厨房用具、化妆品、保健食品及相关产品信息咨询服务。,,-,-,***至无固定期限
972,-,青岛市市北区旧货市场查看地图附近公司,青岛市市北区东飞商行注销,个体工商户,,-,1997-08-12,山东省,-,-,-,15-408895,,-,-,-,-,-,注销,批发、零售、代购、代空调、旧家用电器。,,-,-,***至无固定期限
973,-,青岛市市南区南京路98号1栋404查看地图附近公司,青岛市市南区青春美商行吊销,个体工商户,,-,2005-02-24,山东省,-,-,-,3702023042385,,-,-,-,-,-,吊销，未注销,零售,,-,-,***至无固定期限
974,-,市南区中山商城北A区21号查看地图附近公司,青岛市中山商城旭日服装精品屋注销,个体工商户,,-,2001-11-30,山东省,-,-,2001-11-30,3702023015224,,-,青岛市市南区工商行政管理局,-,-,-,注销,零售,,-,-,***至无固定期限
975,-,青岛经济技术开发区黄浦江路463栋1单元202室查看地图附近公司,青岛万基企业管理咨询有限公司在业,有限责任公司(自然人投资或控股),-,50万人民币元,2009-04-08,山东省,租赁和商务服务业,-,2011-09-13,370211230015672,,50万人民币元,青岛市黄岛区市场和质量监督管理局,9137021168676221XU,68676221-X,,在营（开业）企业,一般经营项目,,9137021168676221XU,-,2009-04-08至2019-04-07
976,-,-,青岛旭东肉食店陆分店注销,个人独资企业分支机构,-,-,2005-01-13,山东省,批发和零售业,-,2008-05-28,370285320009580,,-,莱西市工商行政管理局,-,-,,注销,许可经营项目,,-,-,***至无固定期限
977,-,山东省青岛市黄岛区江山南路666号内2栋2806室查看地图附近公司,青岛永宏科健农副产品有限公司曾用名在业,有限责任公司(自然人投资或控股),-,100万人民币元,2010-11-11,山东省,批发和零售业,青岛长洲进出口有限公司  ,2016-04-01,370211230045330,,100万人民币元,青岛市黄岛区市场和质量监督管理局,913702115647022359,56470223-5,,在营（开业）企业,销售,,913702115647022359,-,2010-11-11至无固定期限
978,-,山东省青岛市莱西市经济开发区滨河路17号查看地图附近公司,青岛照之俊咨询服务有限公司在业,有限责任公司(自然人独资),-,-,2017-06-29,山东省,居民服务、修理和其他服务业,-,2017-06-29,370285230101045,,150万人民币元,莱西市市场监督管理局,91370285MA3F575P9Q,MA3F575P-9,,在营（开业）企业,企业管理信息咨询商务信息咨询(不含金融、证券、期货、保险业务)酒店管理信息咨询会议服务(不含餐饮及住宿)旅游信息咨询企业营销策划展览展示服务。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370285MA3F575P9Q,-,2017-06-29至无固定期限
979,-,青岛市李沧区四流北路92号宜家林型材市场I区6号查看地图附近公司,青岛正浩工程设备有限公司曾用名在业,有限责任公司(自然人投资或控股),-,30万人民币元,2009-07-03,山东省,制造业,青岛万家宝盾自动门设备有限公司  ,2018-01-26,370212230013649,,200万人民币元,青岛市李沧区市场监督管理局,91370213690318189K,69031818-9,,在营（开业）企业,金属门窗制造;加工,,91370213690318189K,-,2009-07-03至无固定期限
980,-,青岛市市南区香港中路52号2401户查看地图附近公司,青岛正上农业科技有限公司曾用名在业,其他有限责任公司,-,300万人民币元,2006-03-18,山东省,租赁和商务服务业,青岛正上财务咨询有限公司  ,2013-12-04,370205228060523,,300万人民币元,青岛市市南区市场监督管理局,370202783739062,78373906-2,,在营（开业）企业,一般经营项目,,-,-,2006-03-18至2016-03-13
981,-,青州市尧王山东路2658号查看地图附近公司,青州景远工贸有限公司吊销,有限责任公司(自然人投资或控股),-,50万人民币元,2004-07-06,山东省,批发和零售业,-,2006-03-27,370781228018342,,50万人民币元,青州市工商行政管理局,37078176480587X,76480587-X,,吊销,钢材、机床配件、刀具、钟表、化工产品(不含危险品)、纸品、纺织品销售机械配件加工销售(国家法律法规禁止或限制的项目除外需许可证的凭许可证经营)(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,-,2004-07-06至2014-07-05
982,-,山东省潍坊市青州市瓜市新街查看地图附近公司,青州市广鲁油酥火烧店存续,个体工商户,,-,2015-05-12,山东省,批发和零售业,-,2015-05-12,370781610198776,,-,青州市工商行政管理局,-,-,-,存续,散装食品现场制售（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,-,-,***至无固定期限
983,-,青州市何官镇进潘村查看地图附近公司,青州市何官镇守德百货门市部存续,个体工商户,,-,2013-10-15,山东省,批发和零售业,-,2013-10-15,370781610074973,,-,青州市工商行政管理局,-,-,-,存续,日用百货、五金零售（以上经营范围内凡涉及有国家专项专营规定的从其规定，需许可证的凭许可证经营）,,-,-,***至无固定期限
984,-,青州市何官镇黄家里双村查看地图附近公司,青州市口埠供销社黄家里双第一村级服务站在业,集体分支机构(非法人),-,-,2011-03-22,山东省,批发和零售业,-,2011-03-22,370781100002152,,3万人民币元,青州市工商行政管理局,-,-,,在营,农药（危险化学品及剧毒、高毒、高残留农药和杀鼠剂除外）零售(有效期限以许可证为准)。化肥（不含硝酸铵）、农膜、定型包装种子零售。（法律法规禁止或限制除外，需许可证的凭许可证经营）(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,,-,-,2011-03-22至2039-03-22
985,-,山东省潍坊市青州市黄楼街道大尹村查看地图附近公司,青州市鹏业废旧金属收购站存续,个体工商户,,-,2007-08-22,山东省,居民服务、修理和其他服务业,-,2015-07-21,370781600199084,,-,青州市工商行政管理局,-,L2489798-6,-,存续,废旧物品购销.农用机械配件加工销售(国家法律法规禁止或限制经营的不得经营凡涉及国家有专项专营规定的从其规定)**,,-,-,***至无固定期限
986,-,青州市弥河镇闫刘村查看地图附近公司,青州市统一劳保用品厂注销,个体工商户,,-,2009-12-15,山东省,制造业,-,2017-04-28,370781600386672,,-,青州市工商行政管理局,-,-,-,注销,劳保手套制造、销售(以上经营范围内凡涉及国家有专项专营规定的从其规定国家法律法规限制或禁止的不得生产经营),,-,-,***至无固定期限
987,-,青州市益都办事处蒋七村查看地图附近公司,青州市益都中大包装材料厂在业,个体工商户,,-,2000-06-08,山东省,制造业,-,2000-06-08,370781600072665,,-,青州市工商行政管理局,-,-,-,在营（开业）企业,塑料编织袋.面粉袋.纸箱加工、销售,,-,-,***至无固定期限
988,-,青州市弥河镇张家洼查看地图附近公司,青州市张家洼水泥预制件厂在业,个体工商户,,-,2012-06-19,山东省,制造业,-,2016-05-12,370781610012888,,-,青州市工商行政管理局,-,-,-,在营（开业）企业,水泥预制件加工、销售(国家法律法规限制或禁止经营的除外需环保手续的需环保部门验收合格后方可经营),,-,-,***至无固定期限
989,-,青州市南阳欣城西区商业网点西侧查看地图附近公司,青州市珍富林礼品行存续,个体工商户,,-,2011-04-13,山东省,批发和零售业,-,2011-04-13,370781600442867,,-,青州市工商行政管理局,-,-,-,存续,预包装、散装食品销售（有效期限至2014年4月10日）*,,-,-,***至无固定期限
990,-,曲阜市春秋东路科技创新综合楼查看地图附近公司,曲阜卞氏商贸有限公司在业,有限责任公司(自然人投资或控股),-,-,2015-01-13,山东省,批发和零售业,-,2015-01-13,370881200033712,,10万人民币元,曲阜市工商行政管理局,-,32834493-1,,在营（开业）企业,汽车装具用品、管材、建材、装饰材料、钢材、五金电料、日用百货、塑料制品、土产杂品、体育用品、服装销售。(依法须经批准的项目经相关部门批准后方可开展经营活动),,-,-,2015-01-13至无固定期限
991,-,山东省济宁市曲阜市春秋西路兴华路4号查看地图附近公司,曲阜开心网络科技有限公司在业,有限责任公司(自然人投资或控股),-,-,2018-05-16,山东省,信息传输、软件和信息技术服务业,-,2018-05-16,-,,100万人民币元,曲阜市工商行政管理局,91370881MA3N4X363P,-,,在营（开业）企业,计算机网络科技领域内的技术开发、技术咨询、技术转让;网站开发、网页设计、网络推广、计算机软件开发;市场营销策划;组织文化艺术交流活动;展览展示服务;企业管理咨询;计算机系统集成、数据处理服务;动画设计;通讯设备、数码产品、电子产品、计算机软硬件销售。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370881MA3N4X363P,-,2018-05-16至无固定期限
992,-,曲阜市科技城东楼首层北楼第二间查看地图附近公司,曲阜市新联供销经营部存续,个体工商户,,-,2013-05-30,山东省,批发和零售业,-,2013-05-30,370881600279398,,-,曲阜市工商行政管理局,-,-,-,存续,零售预包装食品兼散装食品、乳制品（含婴幼儿配方乳粉）（凭许可证经营，有效期至2016年5月8日）、百货、日用杂品销售。,,-,-,***至无固定期限
993,-,山东省济宁市曲阜市沂河小区7号楼106室查看地图附近公司,曲阜市英才餐厅存续,个体工商户,,-,2017-06-14,山东省,-,-,2017-06-14,370881600651845,,-,曲阜市工商行政管理局,92370881MA3F27T194,-,-,存续,餐饮服务(依法须经批准的项目，经相关部门批准后方可开展经营活动)(有效期限至2017年12月31日）,,92370881MA3F27T194,-,***至无固定期限
994,-,曲阜市大同路36号查看地图附近公司,曲阜杏坛迎宾馆有限公司吊销,有限责任公司,-,100万人民币元,2004-01-15,山东省,住宿和餐饮业,-,2007-11-05,370881228005988,,100万人民币元,曲阜市工商行政管理局,-,74450506-0,,吊销,宾馆场所、设施、用具、租赁;房屋租赁;土地整理工程施工(凭资质证书经营)(需经专项许可经营的项目凭批准文件经营)。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,-,2004-01-15至无固定期限
995,-,山东省日照市东港区荣安站前广场4#楼2单元207号查看地图附近公司,日照乐纯新能源有限公司在业非正常户,有限责任公司(自然人投资或控股),-,-,2016-03-01,山东省,科学研究和技术服务业,-,2016-03-01,371102200145934,,300万人民币元,日照市东港区工商行政管理局,91371102MA3C6UW951,MA3C6UW9-5,,在营（开业）企业,新能源技术开发电子产品、碳素制品、竹制品、木制品、食品批发零售计算机系统集成及维护(依法须经批准的项目经相关部门批准后方可开展经营活动),,91371102MA3C6UW951,-,2016-03-01至2036-02-29
996,-,山东省日照市东港区河山镇萝花前二村查看地图附近公司,日照市东港区海河康养猪专业合作社在业,农民专业合作经济组织,-,-,2016-02-25,山东省,农、林、牧、渔业,-,2016-02-25,371102NA000740X,,300万人民币元,日照市东港区工商行政管理局,93371102MA3C6NEG9T,MA3C6NEG-9,,在营（开业）企业,生猪养殖;组织销售成员养殖的生猪组织采购成员养殖生猪所需的饲料;为成员养殖生猪提供信息咨询、技术服务。(依法须经批准的项目经相关部门批准后方可开展经营活动),,93371102MA3C6NEG9T,-,***至无固定期限
997,-,山东省日照市东港区三庄镇三村查看地图附近公司,日照市东港区吉明养鸡厂在业,个体工商户,,-,2013-09-02,山东省,农、林、牧、渔业,-,2014-10-27,371102600484180,,-,日照市东港区工商行政管理局,-,-,-,在营（开业）企业,蛋鸡饲养鸡蛋销售(上述范围涉及许可经营的凭有效许可证经营),,-,-,***至无固定期限
998,-,大学城四季花园B4楼查看地图附近公司,日照市东港区秦阳百货超市在业,个体工商户,,-,2006-03-29,山东省,批发和零售业,-,2006-03-29,371102600103992,,-,日照市东港区工商行政管理局,-,-,-,在营（开业）企业,常温保存食品的销售(凭卫生许可证有效期经营至2008年12月19日至)。,,-,-,***至无固定期限
999,-,山东省日照市东港区陈疃镇堰村查看地图附近公司,日照市东港区庄稼人全羊馆存续,个体工商户,,-,2017-09-27,山东省,-,-,2017-09-27,371102600888659,,-,日照市东港区工商行政管理局,92371102MA3ELPWJ72,-,-,存续,餐饮服务.（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,92371102MA3ELPWJ72,-,***至无固定期限
1000,-,荣成市渔港路查看地图附近公司,荣成市港湾威达商店注销,个体工商户,,-,2009-02-16,山东省,-,-,-,371082600225707,,-,-,-,-,-,注销,零售劳保用品日用百货。,,-,-,***至无固定期限
1001,-,荣成市崖头新庄二区查看地图附近公司,荣成市崖头金成发日用杂品商店注销,个体工商户,,-,2004-05-25,山东省,-,-,-,371082600054886,,-,-,-,-,-,注销,零售日用杂品,,-,-,***至无固定期限
1002,-,山东省威海市乳山市银滩大庆景园小区（大庆银滩商场）查看地图附近公司,乳山市鸿旺电器店存续,个体工商户,,-,2017-04-14,山东省,-,-,2017-04-14,371083600390162,,-,乳山市市场监督管理局,92371083MA3DGRG66G,-,-,存续,零售家用电器、服装、自行车、灯饰（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,92371083MA3DGRG66G,-,***至无固定期限
1003,-,邹平县城黛溪三路南首查看地图附近公司,山东滨州珍珠果饮品有限公司吊销,有限责任公司,-,96万人民币元,1999-10-08,山东省,制造业,-,2000-07-21,3716262800134,,96万人民币元,滨州市邹平县工商行政管理局,-,86308180-3,,吊销,生产销售米酒、饮料(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,-,1999-10-08至2003-10-08
1004,-,山东省济南市槐荫区二环西路与粟山路交界处东南角一中人保安广场一层3号查看地图附近公司,山东辰酉餐饮管理有限公司在业,有限责任公司(自然人独资),-,-,2018-03-30,山东省,住宿和餐饮业,-,2018-03-30,-,,1000万人民币元,济南市槐荫区市场监督管理局,91370104MA3MWG692D,-,,在营（开业）企业,餐饮服务、餐饮管理、餐饮管理咨询、住宿(凭许可证经营);企业管理咨询;企业形象策划;市场营销策划;健身服务。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370104MA3MWG692D,-,2018-03-30至无固定期限
1005,-,山东省淄博市桓台县创智谷查看地图附近公司,山东创智谷园区运营管理有限公司在业,其他有限责任公司,-,-,2018-05-25,山东省,租赁和商务服务业,-,2018-05-25,-,,2000万人民币元,淄博市桓台县工商行政管理局,91370321MA3N6FFN0N,-,,在营（开业）企业,园区运营管理、园区综合开发、物业管理服务;园林绿化工程、环境综合整治工程、市政工程、城镇建设及配套工程;房地产开发、销售;信息咨询服务、企业管理咨询、展览展示服务、会议服务、企业策划;电脑图文设计;广告设计、制作、代理、发表;销售五金、建材、家具、办公用品;电力设备管理、电力技术咨询和电力生产服务。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370321MA3N6FFN0N,-,2018-05-25至无固定期限
1006,-,山东省济南市天桥区无影山中路130号重汽彩世界7号楼1-105查看地图附近公司,山东大紫象商贸有限公司曾用名在业非正常户,有限责任公司(自然人投资或控股),-,-,2016-08-10,山东省,批发和零售业,山东南州贸易有限公司  ,2017-08-22,370127200184109,,300万人民币元,济南市天桥区市场监督管理局,91370100MA3CF1U33F,MA3CF1U3-3,,在营（开业）企业,批发、零售,,91370100MA3CF1U33F,-,2016-08-10至无固定期限
1007,-,济南市闵子骞路106号查看地图附近公司,山东电力金秋图书音像销售中心注销,全民所有制,-,-,1998-06-02,山东省,批发和零售业,-,2009-02-23,370100000017836,,60万人民币元,济南市工商行政管理局,-,-,,注销,图书、音像制品零售、出租音响器材零售;家用电器的销售、维修。,,-,-,***至无固定期限
1008,-,济南市历山路142号查看地图附近公司,山东东海科技开发有限公司吊销,有限责任公司,-,10万人民币元,1998-04-08,山东省,租赁和商务服务业,-,1998-04-08,3700001800550,,10万人民币元,山东省工商行政管理局,-,70620322-1,,吊销,科技开发、新产品的研究、信息咨询服务、技术培训。(依法须经批准的项目经相关部门批准后方可开展经营活动),,-,-,***至无固定期限
1009,-,济南市高新开发区新宇路中段查看地图附近公司,山东科信认证咨询服务中心吊销,全民所有制,-,-,2002-10-21,山东省,租赁和商务服务业,-,2005-09-13,3701001811590,,10万人民币元,济南市工商行政管理局,-,74450785-9,,吊销,质量管理体系认证咨询。(有效期至2005年12月31日),,-,-,***至无固定期限
1010,-,济宁市吴泰闸路北琵琶山北路西查看地图附近公司,山东蓝德置业集团有限公司曾用名在业,有限责任公司(自然人投资或控股),-,5000万人民币元,2004-02-25,山东省,房地产业,山东新德蓝房地产有限公司  ,2015-10-23,370800228080518,,5000万人民币元,济宁市任城区工商行政管理局,91370811759177098T,75917709-8,,在营（开业）企业,房地产开发、经营;建筑材料(不含危险化学品)、金属材料、电气机械及器材、五金产品、日用百货、纺织品、服装、文具用品、体育用品、涂料(不含危险化学品)、铝合金门窗销售;物业管理服务。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370811759177098T,-,2004-02-25至无固定期限
